filename,compound_name,conc_um
230831_Smp_LabBlk_5_C,"Glycine betaine 0(15N), 0(13C)",4
230831_Std_4uMStdsMix1InH2O_1,"Glycine betaine 0(15N), 1(13C)",0.03169706159583623
230831_Std_4uMStdsMix1InH2O_2,"Glycine betaine 0(15N), 1(13C)",0.12394445121840487
230831_Std_4uMStdsMix1InH2O_3,"Glycine betaine 0(15N), 1(13C)",71.69875172194553
230831_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 0(15N), 1(13C)",24.303378453120363
230831_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 0(15N), 1(13C)",6.340304369318774
230831_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 0(15N), 1(13C)",13.280139995260576
230831_Std_4uMStdsMix2InH2O_1,"Glycine betaine 0(15N), 1(13C)",0.21597725541300403
230831_Std_4uMStdsMix2InH2O_2,"Glycine betaine 0(15N), 1(13C)",0.21631739129880395
230831_Std_4uMStdsMix2InH2O_3,"Glycine betaine 0(15N), 1(13C)",0.21455058485206818
230831_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 0(15N), 1(13C)",0.21543078360424478
230831_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 0(15N), 1(13C)",194.47690538727485
230831_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 0(15N), 1(13C)",0.21473621971813273
230831_Std_H2OinMatrix_1,"Glycine betaine 0(15N), 1(13C)",0.049708301803890936
230831_Std_H2OinMatrix_2,"Glycine betaine 0(15N), 1(13C)",0.28044415842676845
230831_Std_H2OinMatrix_3,"Glycine betaine 0(15N), 1(13C)",7.990070798963159
230831_Poo_G5_NFEX-CatEx_Full1,"Glycine betaine 0(15N), 1(13C)",16.831077287552535
230831_Poo_G5_NFEX-CatEx_Full2,"Glycine betaine 0(15N), 1(13C)",0.14157751566283944
230831_Poo_G5_NFEX-CatEx_Full3,"Glycine betaine 0(15N), 1(13C)",13.560774959332024
230831_Poo_G5_NFEX-CatEx_Full4,"Glycine betaine 0(15N), 1(13C)",0.20703332616180445
230831_Poo_G5_NFEX-CatEx_Full5,"Glycine betaine 0(15N), 1(13C)",0.2187437442133074
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 0(15N), 1(13C)",0.13957743620450244
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 0(15N), 1(13C)",0.27601565751290436
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 0(15N), 1(13C)",0.3556851434539437
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 0(15N), 1(13C)",0.13514328994858027
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 0(15N), 1(13C)",0.20027417315940457
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 0(15N), 1(13C)",5.607451014968753
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 0(15N), 1(13C)",41.58340530366529
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 0(15N), 1(13C)",15.424455807072746
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 0(15N), 1(13C)",18.628666685188787
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",72.33601877822204
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",0.1568085749229452
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",0.2564475348008155
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",0.22440876322336167
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",71.3158985172014
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",0.2676974578507938
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",15.810313281094746
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",0.22252638187453155
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",0.3314733713189617
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",25.93304099290069
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",71.78861373500128
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",0.007038552434666869
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",4.926323893102364
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",14.501424775645328
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",3.4842549711832556
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",19.12642076094712
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",0.28857524974897697
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",10.176597745571659
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",0.1759675436845073
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",6.598888831002583
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",7.7411364038335035
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",30.705460932264103
230831_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",446.9389987734905
230831_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",82.59953771603563
230831_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",11.577292791970569
230831_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",8.834566134740507
230831_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",1.1369756893019511
230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"Glycine betaine 0(15N), 1(13C)",0.22211291695583713
230831_Smp_LabBlk_1_A,"Glycine betaine 0(15N), 1(13C)",0.945308945018068
230831_Smp_LabBlk_1_B,"Glycine betaine 0(15N), 1(13C)",0.18562956161881974
230831_Smp_LabBlk_1_C,"Glycine betaine 0(15N), 1(13C)",0.054699471642112106
230831_Smp_LabBlk_1_C_2ndInj,"Glycine betaine 0(15N), 1(13C)",0.2442877704518785
230831_Smp_LabBlk_2_A,"Glycine betaine 0(15N), 1(13C)",0.2250146204132231
230831_Smp_LabBlk_2_B,"Glycine betaine 0(15N), 1(13C)",0.20824677004095726
230831_Smp_LabBlk_2_C,"Glycine betaine 0(15N), 1(13C)",0.2170584535134075
230831_Smp_LabBlk_3_A,"Glycine betaine 0(15N), 1(13C)",0.2236724285779744
230831_Smp_LabBlk_3_B,"Glycine betaine 0(15N), 1(13C)",0.33831185068994524
230831_Smp_LabBlk_3_C,"Glycine betaine 0(15N), 1(13C)",3.5495447906267055
230831_Smp_LabBlk_4_A,"Glycine betaine 0(15N), 1(13C)",0.20406246271252276
230831_Smp_LabBlk_4_B,"Glycine betaine 0(15N), 1(13C)",2.7148413178756536
230831_Smp_LabBlk_4_C,"Glycine betaine 0(15N), 1(13C)",0.8890626764329613
230831_Smp_LabBlk_5_A,"Glycine betaine 0(15N), 1(13C)",0.14561345911853374
230831_Smp_LabBlk_5_B,"Glycine betaine 0(15N), 1(13C)",7.167037445722003
230831_Smp_LabBlk_5_C,"Glycine betaine 0(15N), 1(13C)",9.840151912254848
230831_Std_4uMStdsMix1InH2O_1,"Glycine betaine 1(15N), 0(13C)",NA
230831_Std_4uMStdsMix1InH2O_2,"Glycine betaine 1(15N), 0(13C)",NA
230831_Std_4uMStdsMix1InH2O_3,"Glycine betaine 1(15N), 0(13C)",2.9370774610575396
230831_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 1(15N), 0(13C)",16.49839494179405
230831_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 1(15N), 0(13C)",4.428038439967407
230831_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 1(15N), 0(13C)",7.045812719881879
230831_Std_4uMStdsMix2InH2O_1,"Glycine betaine 1(15N), 0(13C)",0.014607337601138557
230831_Std_4uMStdsMix2InH2O_2,"Glycine betaine 1(15N), 0(13C)",0.014070144567470093
230831_Std_4uMStdsMix2InH2O_3,"Glycine betaine 1(15N), 0(13C)",0.014411810007170747
230831_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 1(15N), 0(13C)",0.020670206682152196
230831_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 1(15N), 0(13C)",17.71009401021103
230831_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 0(13C)",0.01930010757660448
230831_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 0(13C)",12.67717268370477
230831_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 0(13C)",0.06730631684721045
230831_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 0(13C)",0.04802588770005268
230831_Poo_G5_NFEX-CatEx_Full1,"Glycine betaine 1(15N), 0(13C)",0.10139711490093628
230831_Poo_G5_NFEX-CatEx_Full2,"Glycine betaine 1(15N), 0(13C)",0.09813575829039035
230831_Poo_G5_NFEX-CatEx_Full3,"Glycine betaine 1(15N), 0(13C)",0.13902523071670528
230831_Poo_G5_NFEX-CatEx_Full4,"Glycine betaine 1(15N), 0(13C)",2.917937736383981
230831_Poo_G5_NFEX-CatEx_Full5,"Glycine betaine 1(15N), 0(13C)",0.0013998285015109433
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 1(15N), 0(13C)",0.01800130484738982
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 1(15N), 0(13C)",5.022810478199166
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 1(15N), 0(13C)",5.289558952384311
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 1(15N), 0(13C)",0.037194197266003565
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 1(15N), 0(13C)",0.01629386141395805
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 1(15N), 0(13C)",0.013059024836276025
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 0(13C)",2.5774446747966615
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 0(13C)",0.04822153994270417
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 0(13C)",0.9836734920679021
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",42.86562829464304
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",0.01355817022233677
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",4.410636906932462
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.05284331819760528
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",0.313543453289484
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",1.533480889081691
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.0992042284911694
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",0.0012102033460441315
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",0.8666343630776917
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",39.45458721606395
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",120.14961252439737
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",0.2935740926194423
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.04664745265886426
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",0.09144906648699717
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",0.011091891211875801
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.044792128021756174
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",2.05463803787452
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",4.93922907752473
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",14.084619992192762
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",17.221396515409747
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",26.256799213079486
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.2018147783209834
230831_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",2.1773222618527344
230831_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",0.3901645371098257
230831_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",0.13866657754216918
230831_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",8.685924649424962
230831_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",1.1071485114793351
230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"Glycine betaine 1(15N), 0(13C)",0.006044667137726208
230831_Smp_LabBlk_1_A,"Glycine betaine 1(15N), 0(13C)",0.0035679247062175776
230831_Smp_LabBlk_1_B,"Glycine betaine 1(15N), 0(13C)",NA
230831_Smp_LabBlk_1_C,"Glycine betaine 1(15N), 0(13C)",NA
230831_Smp_LabBlk_1_C_2ndInj,"Glycine betaine 1(15N), 0(13C)",0.006773993379970239
230831_Smp_LabBlk_2_A,"Glycine betaine 1(15N), 0(13C)",0.0027355699751942754
230831_Smp_LabBlk_2_B,"Glycine betaine 1(15N), 0(13C)",0.00954573386372137
230831_Smp_LabBlk_2_C,"Glycine betaine 1(15N), 0(13C)",0.009734615254124262
230831_Smp_LabBlk_3_A,"Glycine betaine 1(15N), 0(13C)",0.0016066293192822313
230831_Smp_LabBlk_3_B,"Glycine betaine 1(15N), 0(13C)",0.012447853496350915
230831_Smp_LabBlk_3_C,"Glycine betaine 1(15N), 0(13C)",0.028170521536730837
230831_Smp_LabBlk_4_A,"Glycine betaine 1(15N), 0(13C)",0.04488737191282768
230831_Smp_LabBlk_4_B,"Glycine betaine 1(15N), 0(13C)",0.11279137086642181
230831_Smp_LabBlk_4_C,"Glycine betaine 1(15N), 0(13C)",NA
230831_Smp_LabBlk_5_A,"Glycine betaine 1(15N), 0(13C)",0.1992209809789288
230831_Smp_LabBlk_5_B,"Glycine betaine 1(15N), 0(13C)",0.1400054420429265
230831_Smp_LabBlk_5_C,"Glycine betaine 1(15N), 0(13C)",0.5209363966334029
230831_Std_4uMStdsMix1InH2O_1,"Glycine betaine 1(15N), 1(13C)",NA
230831_Std_4uMStdsMix1InH2O_2,"Glycine betaine 1(15N), 1(13C)",NA
230831_Std_4uMStdsMix1InH2O_3,"Glycine betaine 1(15N), 1(13C)",NA
230831_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 1(15N), 1(13C)",0.158418313982461
230831_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 1(15N), 1(13C)",NA
230831_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 1(15N), 1(13C)",NA
230831_Std_4uMStdsMix2InH2O_1,"Glycine betaine 1(15N), 1(13C)",1.5069465947857973e-4
230831_Std_4uMStdsMix2InH2O_2,"Glycine betaine 1(15N), 1(13C)",2.122844966237336e-4
230831_Std_4uMStdsMix2InH2O_3,"Glycine betaine 1(15N), 1(13C)",2.3817201670496137e-4
230831_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 1(15N), 1(13C)",4.5374956747670515e-4
230831_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 1(15N), 1(13C)",0.2117451494481652
230831_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 1(13C)",4.2185064518531786e-4
230831_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 1(13C)",0.5213008844517132
230831_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 1(13C)",0.09614224091724978
230831_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 1(13C)",0.09615089651200498
230831_Poo_G5_NFEX-CatEx_Full1,"Glycine betaine 1(15N), 1(13C)",0.3608548201275415
230831_Poo_G5_NFEX-CatEx_Full2,"Glycine betaine 1(15N), 1(13C)",0.33680981824016476
230831_Poo_G5_NFEX-CatEx_Full3,"Glycine betaine 1(15N), 1(13C)",0.3532745268871734
230831_Poo_G5_NFEX-CatEx_Full4,"Glycine betaine 1(15N), 1(13C)",0.07016677490983646
230831_Poo_G5_NFEX-CatEx_Full5,"Glycine betaine 1(15N), 1(13C)",0.006310667820734004
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 1(15N), 1(13C)",0.04932389577753769
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 1(15N), 1(13C)",0.11102828732870244
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 1(15N), 1(13C)",0.18288214148310608
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 1(15N), 1(13C)",0.06910203270143143
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 1(15N), 1(13C)",0.05708742041884831
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 1(15N), 1(13C)",0.13315719408439466
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.8700045752024029
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",0.036841896962308066
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",0.16200938950986934
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",2.588564624206369e-4
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",0.09982533713080832
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",0.04944011611657837
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.018843261277652287
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",2.8154475334980506e-4
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",1.8501914339184995
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",6.197715499847645
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",0.012691439823094744
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.01870586211872266
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",0.06474940412716344
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",0.07236029972559226
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.21456484456136007
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",0.019916559806839672
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",0.14963809523809524
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.6984681969761112
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",0.792210281104173
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",1.2746092597066456
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",0.5543078400188243
